case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
18829.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Ischiorectal liposarcoma,Tailgut cyst,tailgut cyst,"Extragonadal germ cell tumour, Ischiorectal liposarcoma, Dermoid cyst, Tailgut cyst, Perineal epidermal cyst, Anterior sacral meningocele",c,"The prediction ""Tailgut cyst"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the ground truth is ""Ischiorectal liposarcoma,"" a different entity in the same anatomical region."
18836.0,Qwen3.5 9B,on_device_base,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",OEIS (omphalocele,oeis omphalocele,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",a,"The model correctly identified OEIS complex but its output was truncated, capturing only the beginning of the full name ""OEIS (omphalocele"" rather than the complete term, making it a surface-level mismatch due to incomplete text generation."
18851.0,Qwen3.5 9B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications",c,"The prediction ""Hypervascular lung metastases"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is ""Pulmonary arteriovenous malformations."""
18855.0,Qwen3.5 9B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy",c,"The prediction ""Mitral valve prolapse related replacement fibrosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect—both involve mitral valve prolapse with fibrosis, yet the ground truth specifies the ""malignant"" variant with subendocardial late enhancement, which is a distinct clinical entity."
18863.0,Qwen3.5 9B,on_device_base,Neuroradiology,White cord syndrome,Compressive myelopathy,compressive myelopathy,"Central cord syndrome, White cord syndrome, Compressive myelopathy, Epidural haematoma",c,"The prediction ""Compressive myelopathy"" is a plausible differential diagnosis that was on the provided list, but the correct answer is ""White cord syndrome,"" a distinct entity involving ischemia-reperfusion injury after spinal decompression."
18881.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Duodenum inversum,Redundant duodenum,redundant duodenum,"Duodenum inversum, Redundant duodenum, Intestinal malrotation",c,"The prediction ""Redundant duodenum"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Duodenum inversum,"" a distinct duodenal anatomical variant."
18890.0,Qwen3.5 9B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome",c,"The prediction ""Sarcoidosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Choroidal detachment and posterior scleritis."""
18895.0,Qwen3.5 9B,on_device_base,Neuroradiology,SMART syndrome,Posterior reversible encephalopathy,posterior reversible encephalopathy,"Tumour recurrence, Left hemisphere stroke, Organic psychosis exacerbation, SMART syndrome, Post-ictal changes, Posterior reversible encephalopathy",c,"The prediction ""Posterior reversible encephalopathy"" is a plausible differential diagnosis that was on the provided list, but the correct answer is ""SMART syndrome,"" and the model selected the wrong condition from the differential."
18897.0,Qwen3.5 9B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia",c,"The prediction ""Liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct diagnosis was ""Central/low-grade osteosarcoma."""
18899.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Pyometrocolpos,Hydrometrocolpos,hydrometrocolpos,"Pyometrocolpos, Hematometrocolpos, Hydrometrocolpos, Distended urinary bladder, Ovarian neoplasm",b,"The prediction ""Hydrometrocolpos"" is in the same disease family as the ground truth ""Pyometrocolpos"" (both involve fluid distension of the uterus and vagina), but specifies the wrong type of fluid collection (watery vs. purulent)."
18906.0,Qwen3.5 9B,on_device_base,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma",c,"The prediction ""Calcified cavernoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct answer is ""Calcified pseudoneoplasm of the neuraxis."""
18919.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions that can appear similar on imaging, but it is the wrong specific diagnosis."
18925.0,Qwen3.5 9B,on_device_base,Breast imaging,Myoid hamartoma of the breast (MHB),Phyllodes tumour,phyllodes tumour,"Fibroadenoma, Galactocele, Phyllodes tumour, Leiomyosarcoma, Adenomyoepithelioma, Myoid hamartoma of the breast (MHB), Breast carcinoma",c,"The prediction ""Phyllodes tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Myoid hamartoma of the breast (MHB)."""
18927.0,Qwen3.5 9B,on_device_base,Head & neck imaging,Skull base chondrosarcoma,Skull base chordoma,skull base chordoma,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base",c,"The prediction ""Skull base chordoma"" is a plausible differential diagnosis that was on the provided list, as chordomas and chondrosarcomas of the skull base share similar clinical and radiological features, but it is the wrong specific entity."
18935.0,Qwen3.5 9B,on_device_base,Neuroradiology,Intracranial tuberculoma,High-grade glioma,high-grade glioma,"High-grade glioma, Solitary brain metastasis, Intracranial tuberculoma, Infective aetiology (tuberculous/fungal)",c,"The prediction ""High-grade glioma"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Intracranial tuberculoma."""
18949.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Metastatic melanoma in the gallbladder,Intracholecystic papillary neoplasm,intracholecystic papillary neoplasm,"Metastatic melanoma in the gallbladder, Gallbladder carcinoma, Intracholecystic papillary neoplasm, Renal cell carcinoma metastases, Breast cancer metastases",c,"The prediction ""Intracholecystic papillary neoplasm"" is a plausible differential diagnosis that was on the provided list, representing a gallbladder neoplasm that could present similarly, but is incorrect as the true diagnosis was metastatic melanoma in the gallbladder."
18950.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)",b,"The prediction ""Cochlear incomplete partition type II (IP-2)"" is in the same disease family (cochlear incomplete partition) as the ground truth ""Cochlear incomplete partition type III (IP-3)"" but is the wrong specific subtype."
18961.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis",c,"The prediction ""Recurrent pyogenic cholangiohepatitis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is LPAC syndrome."
18993.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma",c,"The prediction ""Hepatic cholangiocarcinoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Primary hepatic adenosarcoma."""
18995.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Carcinoma arising from anal fistula,Tailgut cyst,tailgut cyst,"Perianal abscess, Teratoma, Carcinoma arising from anal fistula, Tailgut cyst, Dermoid cyst",c,"The prediction ""Tailgut cyst"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis was ""Carcinoma arising from anal fistula."""
19002.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The model selected ""Ganglioneuroma"" from the differential list, which is a plausible but incorrect diagnosis—both ganglioneuroma and ganglioneuroblastoma-intermixed are neuroblastic tumors on a maturation spectrum, but they are distinct entities with different clinical implications."
19015.0,Qwen3.5 9B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas",c,"The prediction ""Malignant neoplasia"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Pulmonary amyloidosis."""
19021.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Leiomyosarcoma,leiomyosarcoma,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma",c,"The prediction ""Leiomyosarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the ground truth is ""Solitary fibrous tumour,"" and the model's selection represents a clinically defensible but wrong choice among the soft tissue tumor differentials."
19022.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula",c,"The prediction ""Vesico-intestinal fistula"" was a plausible differential diagnosis explicitly on the provided list, but the correct answer was the more specific ""Vesico-appendiceal fistula."""
19024.0,Qwen3.5 9B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19038.0,Qwen3.5 9B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy",c,"The prediction ""Left ventricular noncompaction"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Saw-tooth cardiomyopathy,"" and the model's selection, while clinically defensible given overlapping features, was incorrect."
19044.0,Qwen3.5 9B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Chorea-acanthocytosis,"" both of which present with chorea and neurodegeneration."
19058.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis",c,"The model selected ""Cholangiocarcinoma,"" which was on the provided differential diagnosis list and is a plausible but incorrect diagnosis, as the actual answer was a precursor lesion (intraductal papillary neoplasm with low-grade dysplasia) rather than frank malignancy."
19067.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Birtâ€“Hoggâ€“DubÃ© syndrome,birt-hogg-dubé syndrome,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Birt–Hogg–Dubé syndrome"" is a plausible differential diagnosis that was on the provided list (both can present with cystic lung disease), but it is incorrect as the ground truth is ""Cystic pulmonary tuberculosis."""
19070.0,Qwen3.5 9B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Clear cell sarcoma,clear cell sarcoma,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour",a,"The prediction ""Clear cell sarcoma"" is a synonym/abbreviated name for ""Clear cell soft tissue sarcoma with melanocytic differentiation,"" as clear cell sarcoma of soft tissue is defined by its melanocytic differentiation, making these clinically the same entity despite the difference in wording."
19080.0,Qwen3.5 9B,on_device_base,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases",c,"The prediction ""Neurofibromas"" is a plausible differential diagnosis that was on the provided list, as both neurofibromas and schwannomas are peripheral nerve sheath tumors that can appear similar on imaging, but it is the wrong specific entity."
19089.0,Qwen3.5 9B,on_device_base,Neuroradiology,Spinal epidural abscess,Split hand/split foot malformation (SHFM),split handsplit foot malformation shfm,"Epidural haematoma, Postoperative spinal seroma, Disc herniation, Spinal epidural abscess, Metastatic spinal disease",d,"The prediction ""Split hand/split foot malformation (SHFM)"" is completely unrelated to the spinal/epidural conditions on the differential list and appears to be a hallucinated or irrelevant diagnosis."
19091.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Neurocutaneous melanosis,Spinal epidural abscess,spinal epidural abscess,"Subacute haemorrhage, Neurocutaneous melanosis, Subacute ischaemia",d,"The prediction ""Spinal epidural abscess"" is not on the provided differential diagnosis list and is anatomically/pathologically unrelated to the correct diagnosis of neurocutaneous melanosis."
19092.0,Qwen3.5 9B,on_device_base,Chest imaging,Primary ciliary dyskinesia,Neurocutaneous melanosis,neurocutaneous melanosis,"Cystic fibrosis, Primary ciliary dyskinesia, Allergic bronchopulmonary aspergillosis (ABPA), Williams–Campbell syndrome",d,"The prediction ""Neurocutaneous melanosis"" is not on the provided differential diagnosis list and is anatomically/pathologically unrelated to the ground truth of Primary ciliary dyskinesia."
19094.0,Qwen3.5 9B,on_device_base,Paediatric radiology,Osteoblastoma,Primary ciliary dyskinesia,primary ciliary dyskinesia,"Osteoblastoma, Fibrous dysplasia, Telangiectatic osteosarcoma, Giant cell tumour, Ewing sarcoma",d,"The prediction ""Primary ciliary dyskinesia"" is not on the differential diagnosis list and is entirely unrelated to the bone tumor diagnoses under consideration."
19098.0,Qwen3.5 9B,on_device_base,Abdominal imaging,Plexiform neurofibroma,Telangiectatic osteosarcoma,telangiectatic osteosarcoma,"Lymphoma, Plexiform neurofibroma, Malignant peripheral nerve sheath tumour, Dermatofibrosarcoma protuberans, Ganglioneuroma, Gastrointestinal stromal tumour, Metastasis",d,"The prediction ""Telangiectatic osteosarcoma"" is not on the provided differential diagnosis list and is pathologically unrelated to the ground truth of plexiform neurofibroma."
19100.0,Qwen3.5 9B,on_device_base,Musculoskeletal system,Mycetoma foot,Plexiform neurofibroma,plexiform neurofibroma,"Mycetoma foot, Chronic bacterial osteomyelitis, Tuberculosis",d,"The prediction ""Plexiform neurofibroma"" is not on the provided differential diagnosis list and is pathologically unrelated to the ground truth ""Mycetoma foot."""
19101.0,Qwen3.5 9B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Mycetoma foot,mycetoma foot,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",d,"""Mycetoma foot"" is a tropical infectious disease of the foot completely unrelated to the neurological/autoimmune conditions on the differential diagnosis list, indicating an off-topic or hallucinated response."
19110.0,Qwen3.5 9B,on_device_base,Others,Inflammatory myofibroblastic tumour,Multicystic lymphangioma,multicystic lymphangioma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Multicystic lymphangioma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both conditions can present as cystic masses, making the model's reasoning clinically defensible but wrong."
19114.0,Qwen3.5 9B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19116.0,Qwen3.5 9B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Dysgerminoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer is ""Mixed malignant ovarian germ cell tumour,"" which may contain dysgerminoma as a component but represents a distinct diagnostic entity."
19119.0,Qwen3.5 9B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage",c,"The prediction ""Ewing sarcoma (or other small round blue cell tumour)"" is a plausible differential diagnosis from the provided list, as both it and the ground truth are small round blue cell tumours presenting in bone, but the model selected the wrong specific entity."
19138.0,Qwen3.5 9B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma",c,"The prediction ""Classical osteosarcoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the more specific ""Chondroblastic osteosarcoma"" subtype; both are osteosarcomas, and the model's choice was clinically defensible given overlapping features but ultimately wrong."
19141.0,Qwen3.5 9B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis",c,"The prediction ""Haemorrhagic meningioma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are meningioma subtypes, yet the model selected the wrong specific entity from the available options."
19149.0,Qwen3.5 9B,on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis",c,"The prediction ""Tubulinopathy"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer is ""MASA syndrome."""
19158.0,Qwen3.5 9B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour",c,"The prediction ""Dysplastic cerebellar gangliocytoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)."""
19161.0,Qwen3.5 9B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections",c,"The prediction ""Tuberculous tenosynovitis"" is a plausible differential diagnosis on the provided list, but the correct answer is ""Mycobacterium kansasii tenosynovitis,"" a distinct non-tuberculous mycobacterial species."
19163.0,Qwen3.5 9B,on_device_base,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturgeâ€“Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome",a,"The prediction ""Sturge–Weber syndrome"" is clinically the same condition as the ground truth ""Sturge–Weber syndrome, type 1,"" with the only difference being the omission of the subtype specification and a character encoding artifact in the dash."
18819.0,Qwen3.5 27B,on_device_base,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma",c,"The prediction ""Mixed germinal cell tumour"" is a plausible differential diagnosis from the provided list, as both mixed germ cell tumour and pure yolk sac tumour are germ cell neoplasms, but the model selected the wrong specific entity."
18836.0,Qwen3.5 27B,on_device_base,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",OEIS (omphalocele,oeis omphalocele,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",a,"The model correctly identified OEIS complex but its output was truncated, capturing only the beginning of the full name ""OEIS (omphalocele"" rather than the complete term, making it a surface-level mismatch due to incomplete text generation."
18851.0,Qwen3.5 27B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications",c,"The prediction ""Hypervascular lung metastases"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is ""Pulmonary arteriovenous malformations."""
18855.0,Qwen3.5 27B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy",c,"The prediction ""Mitral valve prolapse related replacement fibrosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect—both involve mitral valve prolapse with fibrosis, yet the ground truth specifies the ""malignant"" variant with subendocardial late enhancement, which is a distinct clinical entity."
18890.0,Qwen3.5 27B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome",c,"The prediction ""Sarcoidosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Choroidal detachment and posterior scleritis."""
18897.0,Qwen3.5 27B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia",c,"The prediction ""Liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct diagnosis was ""Central/low-grade osteosarcoma."""
18899.0,Qwen3.5 27B,on_device_base,Paediatric radiology,Pyometrocolpos,Hydrometrocolpos,hydrometrocolpos,"Pyometrocolpos, Hematometrocolpos, Hydrometrocolpos, Distended urinary bladder, Ovarian neoplasm",b,"The prediction ""Hydrometrocolpos"" is in the same disease family as the ground truth ""Pyometrocolpos"" (both involve fluid distension of the uterus and vagina), but specifies the wrong type of fluid collection (watery vs. purulent)."
18906.0,Qwen3.5 27B,on_device_base,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma",c,"The prediction ""Calcified cavernoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Calcified pseudoneoplasm of the neuraxis."""
18919.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions, but it is the wrong specific diagnosis."
18935.0,Qwen3.5 27B,on_device_base,Neuroradiology,Intracranial tuberculoma,Solitary brain metastasis,solitary brain metastasis,"High-grade glioma, Solitary brain metastasis, Intracranial tuberculoma, Infective aetiology (tuberculous/fungal)",c,"The prediction ""Solitary brain metastasis"" is a plausible differential diagnosis that was on the provided list, but is incorrect as the ground truth is ""Intracranial tuberculoma."""
18948.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis",c,"The prediction ""Hibernoma"" is a plausible differential diagnosis that was on the provided list, as both hibernoma and myelolipoma are fat-containing soft tissue lesions, but it is the incorrect specific diagnosis."
18951.0,Qwen3.5 27B,on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]",a,"The prediction ""Biventricular endomyocardial fibrosis [4"" is a truncated version of the correct answer ""Biventricular endomyocardial fibrosis [4,6]"" and identifies the same condition, differing only due to incomplete text capture."
